pid,assessed_value
363,578754.4754372496
364,155071.05277003886
365,1175312.6278606262
366,170309.280596707
367,216604.59909864818
368,267530.7291678837
369,265086.3657617444
370,457303.7644164421
371,213431.34413894024
372,307551.8802427942
373,255979.97889501465
374,129012.60217705258
375,179423.5586648909
376,319852.26292067993
377,168979.32221954103
378,241132.13738339837
379,624158.9247905496
380,163614.3111553933
381,849134.2826888069
382,190770.61407876087
383,553187.5223936756
384,251013.18160344253
385,205119.56087834146
386,214650.7737084461
387,191572.34514264876
388,603274.4254062541
389,131183.6672114129
390,379832.77516163257
391,249531.1142009827
392,440114.3547327135
393,71916.85948758795
394,366277.1608445743
395,193335.41460110387
396,413296.2620602756
397,244679.73693520192
398,395357.9078855281
399,195898.08935491694
400,154488.53068152486
401,166389.4274200575
402,84059.27679790695
403,252453.91060242546
404,218322.51909032455
405,184102.20473190522
406,477425.86783363955
407,266362.3816384937
408,134488.4478998686
409,144647.69805909274
410,190626.01707876232
411,235364.92469690114
412,280431.5657875956
413,256489.7349215652
414,198079.47402010366
415,286624.53994234017
416,470663.3417267425
417,339212.9913698097
418,296935.9950723454
419,302375.1254369335
420,272816.82949175494
421,524351.4015018678
422,625002.5552474452
423,236044.58719245708
424,179872.77989456584
425,234089.5562169424
426,357692.2484699317
427,101458.58927545902
428,148485.79772922525
429,370689.50074532087
430,274572.09718516836
431,163881.19948512941
432,170691.42578564564
433,129402.07540009567
434,279375.7039176254
435,277138.6069544052
436,221835.7554109906
437,208387.7969089006
438,173345.37248745208
439,156716.4119494569
440,326990.9042532547
441,165550.1670679545
442,387680.8054455019
443,128459.52166452292
444,180582.22996135513
445,544013.1624752089
446,676014.0378582152
447,215877.1539791691
448,157507.61710605817
449,657530.3088404686
450,216761.9048914333
451,526905.1023947588
452,143347.43617720983
453,379296.17773817386
454,202791.19199954718
455,474590.72445099876
456,263682.7780745001
457,293269.7177900374
458,163378.97802031226
459,354891.82342558494
460,334843.76707962033
461,308566.4782511122
462,247847.4917783161
463,321299.23133047327
464,460807.9819727293
465,215798.14488843773
466,444187.1410060877
467,209675.32973433714
468,336762.2595706514
469,723323.1424880452
470,442017.35552511463
471,229590.66415489942
472,449806.38539715804
473,259819.32516691592
474,191056.20690696136
475,391446.26777460176
476,247908.0881464039
477,245024.60267905417
478,312353.0859333966
479,543223.168458419
480,345661.8574936081
481,210929.0867842191
482,208862.9777893615
483,184842.18681635626
484,255376.81721249185
485,168512.28005982176
486,142649.70336552904
487,164764.22825420302
488,698431.331759694
489,185939.3117831164
490,214954.31681982524
491,122208.8407622043
492,596920.6959396151
493,314063.0851841815
494,409327.6127982242
495,78612.95412711082
496,334217.48030187783
497,676657.2740086605
498,354825.4120766657
499,271722.1189433829
500,795660.7119497918
501,258832.09489064594
502,142252.98150997635
503,474436.54395704035
504,290004.78089019266
505,217035.47246504584
506,238989.6319888014
507,176517.58407495604
508,200890.17094095645
509,194570.8428720433
510,331029.98054864
511,232885.06686519898
512,214422.42156078576
513,278344.51970257465
514,193955.3318342286
515,469225.4338655568
516,207751.4446961086
517,593096.1965167873
518,452423.4039848637
519,238744.7418200466
520,620026.0183691048
521,114014.5821067607
522,494329.55220197554
523,217437.46218068778
524,177050.81174096916
525,203782.97147857712
526,255988.99456203368
527,295074.18184514367
528,937443.8401245824
529,351264.59443299985
530,477099.2253797565
531,491191.4771763247
532,293843.80805186747
533,138417.61697021654
534,316329.6000182492
535,837240.6832150965
536,112693.51738801086
537,386453.3822427069
538,142566.87591294272
539,207265.81851579624
540,385340.59821378463
541,166504.01646620047
542,324017.60992915067
543,364083.4430464343
544,245411.45618733382
545,218625.13046317545
546,832924.161702268
547,242564.40747883022
548,183422.45181975863
549,623040.6632649872
550,275479.43527719
551,171696.48100442477
552,228941.49902973743
553,130281.41679336845
554,250509.84972078036
555,302662.4821321506
556,179839.60115329115
557,305856.3649408882
558,153860.98720191806
559,476255.6095513155
560,353797.0291562068
561,301419.3438480155
562,151694.00262010915
563,788308.7022896638
564,566852.1073469747
565,258563.5788930763
566,128771.44717737201
567,165764.49075383213
568,206329.4693179871
569,310966.163084116
570,219745.57411213822
571,200115.34369282037
572,105434.61977438944
573,322945.8084638932
574,509815.1388432153
575,313043.42989240686
576,386604.3111152644
577,328707.4726016848
578,217841.82503209694
579,300758.3757978992
580,640139.1338033731
581,289885.11133618053
582,279901.6322105135
583,556717.7266207442
584,462259.5058490727
585,199566.57585633555
586,654645.1500955507
587,185579.47721779908
588,156763.42448760418
589,262525.50300236774
590,164097.30050951894
591,426807.91912782105
592,143390.09264059595
593,134678.5784073642
594,170364.03667859835
595,274490.0854680757
596,237159.19660864913
597,201489.69628781604
598,540961.4064817699
599,537818.3177958329
600,481323.0427156402
601,190489.13071477588
602,177093.37777207055
603,280380.3988210172
604,446416.4479818028
605,134777.7613160746
606,268846.57325710525
607,254274.6816759164
608,193391.3091762257
609,307094.92345754284
610,286646.2602806503
611,87498.41980810638
612,505977.43306254694
613,175331.58499510508
614,264059.8512612965
615,185540.12653324334
616,517672.06969669583
617,221593.67914261107
618,193190.88621857166
619,188471.82275839034
620,189532.51450622405
621,206148.49185613295
622,326417.314708091
623,248189.2694757929
624,316645.7341252873
625,178145.59379816006
626,322815.8025886565
627,190126.1182909767
628,216466.31670412383
629,271639.9750579814
630,201291.56038574866
631,311384.4720341647
632,192135.13328989677
633,318947.4723133278
634,452635.8292076909
635,600983.8478279286
636,136321.85432980635
637,305856.32250706997
638,414532.69380321546
639,195989.59495543235
640,544413.3019765829
641,197638.8364937315
642,211585.04638667018
643,185406.29779473323
644,356252.42043373716
645,604025.6317986277
646,254370.33755438004
647,431950.2032990782
648,224420.17634228288
649,318083.5044230932
650,475886.8832685968
651,647128.6853260503
652,232116.11407005668
653,342936.8204512391
654,245063.4313539851
655,221841.98479195297
656,266693.6582669344
657,134204.79521445822
658,216420.3434420935
659,169449.86201741375
660,268967.91384079616
661,397853.02100786293
662,280669.62105014507
663,97692.97753948557
664,394988.27018366713
665,369799.86498819664
666,302451.4722083414
667,159618.63213880674
668,223481.81350685738
669,156657.75315918773
670,161078.89655465508
671,321274.21351301344
672,243345.85085656485
673,186165.4328509035
674,187917.28962203348
675,175143.5050518442
676,132588.4541586381
677,281513.4315611846
678,345487.87183269655
679,254182.69369393797
680,515385.4664836127
681,224440.11768146907
682,511625.4562911536
683,285697.4157226771
684,173981.467366754
685,267339.8072152617
686,500705.5701645411
687,425898.39860368747
688,257571.4630722855
689,153573.8907923776
690,201739.76523070235
691,113764.46779030377
692,128309.14236821578
693,385108.2594734304
694,144000.5786239301
695,186414.64944828997
696,668436.9954144807
697,210375.28186488673
698,645728.5043402882
699,262759.2692885731
700,307507.0754261231
701,144482.10533795742
702,123866.52589259949
703,712471.8401398949
704,125077.16154796747
705,528875.3365926129
706,291207.71851917234
707,128359.66661043734
708,423355.60118232435
709,252854.6657198076
710,136143.728216499
711,145305.28524077602
712,878424.9161527976
713,214252.61622895242
714,282730.02671825973
715,328164.12407511193
716,257863.97524570607
717,281463.3420945967
718,316426.708555386
719,391412.7565237039
720,333813.2367040129
721,253619.1266233624
722,188058.32285744013
723,131476.24385440303
724,575997.9516924695
725,428801.27858912566
726,503323.62673136656
727,183170.5799188502
728,202833.04398053777
729,299292.18130490946
730,397016.0360172131
731,333267.8675717135
732,356919.76925699896
733,431055.36550966994
734,176235.68660773663
735,267102.5569524265
736,313561.6681284705
737,198395.19315005722
738,224784.68150250005
739,129798.14872079335
740,149274.01019444314
741,257342.67858332084
742,137310.1319319652
743,120074.61278082845
744,341462.7527808405
745,440656.2161896815
746,133955.4623965967
747,474642.5509060093
748,238492.02404163606
749,166774.4072053005
750,1059802.5965570398
751,368857.55947094556
752,271973.6042105085
753,279946.8757126943
754,448465.9784910879
755,159639.98067349035
756,156264.9605339476
757,203527.8825502025
758,309100.6665197647
759,120912.8991865311
760,166655.2548564657
761,148131.22594760757
762,315545.3429216652
763,225812.89039850576
764,164381.29749297697
765,121853.90981601772
766,185893.30450894486
767,258332.49866881547
768,222589.6417751624
769,248730.2655388546
770,301760.47104335757
771,136692.5956587397
772,292890.6026222121
773,429571.9712603139
774,285470.96319875476
775,443176.5759686686
776,523430.9212966631
777,189158.16764087198
778,208175.9837648274
779,159492.44394923878
780,462590.5872848697
781,210575.75665122792
782,273589.74027102976
783,417347.49712985737
784,818477.1070318873
785,213261.1147071051
786,258336.376356873
787,175411.36021418194
788,294358.0700125745
789,513911.7474964238
790,109063.5221008224
791,132910.7141238304
792,212316.58144378345
793,103400.5511007479
794,113360.23508819187
795,242687.88862144318
796,359184.763020029
797,439047.6825176901
798,149048.02958415568
799,288463.68340184604
800,378528.80677429936
801,142372.0057663694
802,219536.5235893135
803,589071.3485954603
804,350355.8314334746
805,425799.0146318886
806,224361.4583335373
807,413813.06250284286
808,407338.74515845225
809,280201.93275162025
810,224802.20571673007
811,782929.440381568
812,256368.67384899477
813,97799.88296044395
814,78202.47030292185
815,201683.1028092604
816,318558.23852381244
817,140668.0052542993
818,68965.33770216671
819,652097.8297617069
820,340801.5845054995
821,124608.1251903079
822,229649.68272682873
823,208672.6525552389
824,127922.8861486315
825,358007.41569823824
826,175794.55172718526
827,236247.70185596216
828,263937.6995197105
829,181174.3000128374
830,514407.79585845367
831,109838.68657988073
832,658114.5433633782
833,375748.1458170523
834,424383.1742932173
835,363370.323857604
836,183841.86029097313
837,360766.18869046174
838,164902.80787046763
839,202479.62689697588
840,291124.81936059677
841,175575.61632535388
842,204666.76793921998
843,140773.2739578274
844,118071.82995480561
845,196709.51339986187
846,388549.3677868733
847,199949.6383431476
848,174473.43669581003
849,142764.71195549273
850,280667.7822223281
851,275109.0758612631
852,1118263.9482484404
853,810893.8976639671
854,358241.51219395705
855,396320.51672137546
856,187299.10463400724
857,238022.23008773683
858,412249.9901289476
859,184167.2227826143
860,294627.38209339994
861,201631.86404343645
862,447333.3005890439
863,271392.38479643554
864,187555.1019199735
865,535564.1603099608
866,334825.5011025686
867,775996.8379308163
868,226723.6623348509
869,760376.0084160917
870,379809.76502263197
871,155892.98342170802
872,180437.7705988437
873,316150.9243348217
874,325234.7024444616
875,330033.6002527306
876,125996.76128559443
877,185140.83005916575
878,298261.12407319184
879,299366.41754586215
880,208754.9809976126
881,336854.99323375267
882,129317.25891689638
883,84810.63547689302
884,236039.14934728507
885,154448.3900206587
886,240476.13638872877
887,222917.10558398126
888,277636.4522264203
889,212337.9605037093
890,128854.6447079226
891,447249.3966252157
892,186717.97337579844
893,487533.5995901676
894,340370.5676686813
895,181361.50148696304
896,149229.42156432176
897,487149.62285862
898,177685.84464877783
899,438882.0439943601
900,324109.60980928596
901,258104.36442328742
902,254333.43880993026
903,268122.03651140956
904,288672.66556228115
905,217240.06963516283
906,287452.06216090155
907,172610.64716225618
908,332423.8197445713
909,214595.18598514047
910,205504.07802866356
911,461286.44572842104
912,217570.5751657271
913,277118.91093463096
914,103039.5109232238
915,341778.57250926143
916,269451.16653246124
917,227347.50910726868
918,143276.19040154028
919,456623.62283458834
920,1127597.1887719152
921,239779.28107122626
922,252845.36153201503
923,163212.5406147536
924,187159.50798431493
925,624122.2683936927
926,191950.4270353628
927,359814.2956661514
928,196420.88367788424
929,228957.73542423896
930,436919.70589653874
931,257152.18931304535
932,402919.72591233364
933,270006.0633319774
934,787311.1086829887
935,119620.69697444834
936,254046.84613355683
937,251726.72264228834
938,333078.76071664295
939,147275.5830129184
940,182872.58772822435
941,147208.45801515202
942,368705.6355431063
943,176489.82742649832
944,241287.6909047131
945,138812.84774020812
946,741659.9294291072
947,176432.59132906244
948,169955.03609699383
949,211750.1884070607
950,180281.31117664868
951,460403.6846711538
952,291446.61380955105
953,143426.08292501024
954,309454.2263105044
955,168614.48692212568
956,586006.2176532553
957,174188.86278067093
958,264349.523540314
959,279315.6334473584
960,133604.57288107745
961,409383.3897604908
962,225298.5156169048
963,161438.28286416197
964,314651.4519232349
965,191787.59555852038
966,446375.63266022597
967,248243.26836745057
968,428326.62847425905
969,905145.9591948381
970,688529.9920858284
971,166933.83261460176
972,195912.31465718543
973,292191.0892024679
974,164517.7191914833
975,213556.15986963813
976,233455.59591587205
977,907855.1762584144
978,282358.21981160477
979,263079.24945516133
980,560828.7282775687
981,201841.4526483954
982,221560.27809472173
983,163813.54215874049
984,188931.31170690933
985,204571.23098205015
986,490932.70610915526
987,217575.17202428772
988,418541.77735560335
989,127085.74118029933
990,262265.1703839057
991,140459.95197878222
992,255534.04475266745
993,212415.13721810142
994,299185.3953177339
995,155598.83826369102
996,146115.3453343519
997,241864.03553728908
998,601778.9134838289
999,205391.75248542265
1000,337813.6059822808
1001,147975.29287956204
1002,194748.34779073644
1003,256005.39586845742
1004,116073.71304238349
1005,484784.752986566
1006,433385.56976524275
1007,314510.9793564651
1008,197842.8854530316
1009,408797.61368180625
1010,486084.40140970185
1011,155111.49405344648
1012,346127.53977723466
1013,303044.4058410197
1014,260374.5316717458
1015,236766.13015380848
1016,263127.6437447006
1017,309986.68340343493
1018,215687.34025443802
1019,343023.2814685991
1020,138412.67900137336
1021,492765.80555781577
1022,352964.53970224224
1023,427409.8949777083
1024,616941.3874821746
1025,1027925.7034202447
1026,156190.826732236
1027,259670.73320251124
1028,308654.88433500536
1029,247055.77700778632
1030,606459.9277059998
1031,285984.1787221991
1032,589135.5900788865
1033,193842.70964962468
1034,235608.43863423227
1035,294040.8338115024
1036,259017.9707369548
1037,247754.20644589022
1038,187634.3435547247
1039,673985.4056751603
1040,541681.4741410043
1041,477050.5053052779
1042,240830.961938192
1043,414445.4524329509
1044,155040.93031231142
1045,421013.8586239489
1046,232128.5346780805
1047,475472.9797082432
1048,281799.98902849917
1049,75747.14456056776
1050,258382.2866938087
1051,349078.5782088134
1052,195261.4314040415
1053,247093.0095338944
1054,198451.2775279899
1055,477654.56108270324
1056,527589.0104375688
1057,280679.37449234637
1058,392963.2268567812
1059,127447.46985272695
1060,133012.74245889366
1061,184990.75387299623
1062,193214.59560529786
1063,226149.03637038672
1064,166464.8289378319
1065,118383.23914681542
1066,176828.06088555788
1067,923937.5144418454
1068,118430.28846375702
1069,179200.68064955165
1070,272226.56464099296
1071,602228.1523912027
1072,234549.1024204339
1073,257109.35908969407
1074,135682.2225559859
1075,233256.1109841975
1076,231386.6017962135
1077,379950.39718031924
1078,214863.84049402588
1079,302199.29439571436
1080,225196.97426741934
1081,272148.6668693688
1082,247381.00273227342
1083,248882.65782499654
1084,182200.00319874263
1085,240747.68558468166
1086,145954.15831277476
1087,434386.9777570036
1088,181405.5142667341
1089,320953.5323328524
1090,252426.97601690516
1091,328599.3020243423
1092,228937.00461438322
1093,131031.61393731875
1094,440014.1327402576
1095,223463.01607934604
1096,383147.75693721883
1097,500846.1870263073
1098,243282.27785042126
1099,345635.5679174415
1100,231725.01661008075
1101,268041.72353658
1102,169418.37969094666
1103,223026.41374132174
1104,252412.01994251562
1105,186796.69634704603
1106,167298.6817284734
1107,222199.7264184445
1108,307039.0308191034
1109,158237.76744042608
1110,450241.9940365185
1111,216949.1279057997
1112,344873.251494946
1113,269056.1062146447
1114,229318.70953887538
1115,168374.81505870793
1116,319317.1979937374
1117,266929.15624220314
1118,292130.415920644
1119,306919.33105669887
1120,183962.24389389015
1121,303766.39751514955
1122,148459.088530772
1123,169141.0696458218
1124,147152.51499265438
1125,134681.22250159818
1126,425058.5277171696
1127,373555.67777583445
1128,270185.5747102184
1129,236688.35288035465
1130,211586.6346982194
1131,366453.3340618208
1132,338342.07926276047
1133,194392.34494965026
1134,243160.50845694044
1135,226393.55536424476
1136,363018.0949221055
1137,343577.1788766479
1138,162283.15363959825
1139,158815.3352367984
1140,321733.67745464185
1141,549726.990237322
1142,336948.78223046503
1143,613760.9432243657
1144,481462.96334420383
1145,330385.5315912214
1146,165372.6128399542
1147,239237.94176259296
1148,213234.01165401083
1149,263094.42856291024
1150,290224.05806222116
1151,894186.1126853027
1152,227219.6776487443
1153,169304.3017556658
1154,145607.76267046845
1155,524125.012659618
1156,214197.60578528894
1157,374334.65991260065
1158,688353.2296783223
1159,532575.5346444251
1160,178841.45363504227
1161,392775.60759837605
1162,158780.88588156915
1163,189906.7650224875
1164,299722.3545807475
1165,275807.52756436
1166,224537.0695128253
1167,382839.84294578835
1168,171295.56864784597
1169,412237.6079614007
1170,824920.8809755407
1171,599499.4778244691
1172,316687.8716808304
1173,249442.27132579382
1174,1212828.2109644443
1175,174095.368994397
1176,240513.6476945273
1177,180448.72180994772
1178,238979.45066282514
1179,229367.28338782498
1180,325028.39667918097
1181,346737.94171103043
1182,177105.80026689908
1183,223096.11577546003
1184,422222.7084435774
1185,207351.19962133016
1186,433426.2470937888
1187,225062.46548153964
1188,227351.5250985624
1189,176490.3194098017
1190,202932.7229822029
1191,231839.3650911143
1192,495734.28215643385
1193,190757.34990999263
1194,258513.27560526342
1195,459684.55086709297
1196,614715.7061595834
1197,139384.8157755996
1198,1253236.0018428182
1199,409463.57399107836
1200,709773.7450677225
1201,144372.23213776867
1202,207672.53679306363
1203,134039.5261536823
1204,156274.54770920434
1205,252845.02838996847
1206,407857.73565374996
1207,95709.95173794113
1208,176940.52221971823
1209,189930.92314889826
1210,478307.0116407378
1211,179559.92223745617
1212,222120.296610843
1213,217803.63298541226
1214,150823.4657862526
1215,209170.98359513035
1216,317396.25035413733
1217,375972.6771069537
1218,179177.2629794902
1219,197089.65944272943
1220,213334.4190390505
1221,202038.94023125802
1222,313669.05224701605
1223,141855.05254676173
1224,244523.7348388339
1225,261418.92496670876
1226,486494.2229235408
1227,437474.79452161986
1228,219196.80663966495
1229,286265.2677159775
1230,256864.1296828168
1231,189188.75611745447
1232,463628.4981136227
1233,269238.5392540524
1234,170168.8725505533
1235,147074.97873195357
1236,156446.00200768388
1237,215791.31452313825
1238,538521.5606693584
1239,109510.58982042356
1240,153073.34155139767
1241,320021.8122320187
1242,625672.4666513439
1243,94495.11165609148
1244,170246.35480210642
1245,171277.00591609688
1246,616091.4138574029
1247,217146.5248966792
1248,331417.10022504703
1249,499497.4865471685
1250,251978.41740602275
1251,366355.08335222764
1252,218501.5322489812
1253,495250.5480626154
1254,337265.1194206824
1255,258093.76168687642
1256,427721.3712267182
1257,351718.7487089813
1258,253370.40305419322
1259,158532.2712112779
1260,142118.27496177016
1261,253454.87829913726
1262,269643.33736544073
1263,235851.61156934904
1264,1119382.0297585556
1265,147413.53739951667
1266,279865.36802757345
1267,679859.9518565517
1268,289723.54298624065
1269,257023.1564402907
1270,243468.12953688717
1271,223443.19524885548
1272,236889.75669461334
1273,245462.13720521086
1274,52916.94194073259
1275,247085.33115729468
1276,173016.1296079445
1277,308923.23828716093
1278,124605.99320279057
1279,179756.04465167908
1280,621910.589042032
1281,211890.55727062887
1282,230454.2322857245
1283,669192.6264958085
1284,166425.3396712317
1285,347144.03878637066
1286,359477.17159774475
1287,111650.35752201949
1288,108668.2465234899
1289,372482.86930529977
1290,242797.9714129012
1291,122576.2793713259
1292,231276.32743954752
1293,662214.9768865843
1294,455136.4204315247
1295,323774.8073670186
1296,204739.8319225793
1297,599245.9510608279
1298,109106.16139325807
1299,372283.69357945584
1300,207412.24358717524
1301,94461.41004245372
1302,269087.79398481007
1303,265934.3135778451
1304,316942.1840802922
1305,221670.24958454745
1306,228094.38084295054
1307,775594.4046888395
1308,161586.10577566174
1309,421050.33050102735
1310,166476.32498656752
1311,485363.7512565113
1312,83396.01165559905
1313,127259.78304016904
1314,542313.7444217065
1315,560573.9189511731
1316,257808.5672694232
1317,186703.4401471856
1318,284289.478809396
1319,220205.74558883216
1320,105959.272669551
1321,697483.7133465541
1322,379510.4205144481
1323,359443.77823461575
1324,207391.78408234916
1325,591725.4550264885
1326,150157.67890828036
1327,242238.8839459257
1328,527806.6439188191
1329,240820.97373343547
1330,312200.69338395767
1331,176727.89537482464
1332,148275.4449090698
1333,140913.80048270148
1334,484111.1554726621
1335,240474.38256080006
1336,211996.94288404883
1337,267221.35169357987
1338,638002.6684797067
1339,251376.89307658692
1340,206236.76936739148
1341,168601.80610936362
1342,177298.8577667798
1343,267825.08188234206
1344,361774.6031774862
1345,317966.1205417724
1346,231312.01716826588
1347,258776.7221227012
1348,162479.40443838606
1349,279561.98686648457
1350,428250.51385719056
1351,229926.30804555342
1352,239567.60737376355
1353,202465.45777230817
1354,486068.37429739366
1355,176478.94713709678
1356,107448.15856209797
1357,298088.2958026939
1358,217761.45926971606
1359,241085.34320190383
1360,472285.50270590856
1361,209013.09567470793
1362,280060.0620110465
1363,255477.80284459828
1364,297085.350758106
1365,217331.72416911126
1366,294911.27993959567
